 Timestamp	SBPMU.SLPO_  	SBPMU.STPCLKO_  	SBPMU.CPUSTPO_  	SBPMU.NAP  	SBPMU.THRMTRIPI_  	SBPMU.THRM_ZI  	SBPMU.CPU2SB_PBEB  	vkActCVID_N[7:0]  	vkActRatio_N[7:0]  	Sample   
 58.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      724
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      725
478.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      726
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      727
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      728
 27.500 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      729
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      730
 90.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      731
120.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      732
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      733
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      734
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      735
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      736
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      737
 90.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      738
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      739
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      740
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      741
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      742
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      743
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      744
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      745
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      746
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      747
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      748
 90.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      749
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      750
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      751
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      752
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      753
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      754
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      755
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      756
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      757
 90.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      758
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      759
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      760
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      761
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      762
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      763
 27.500 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      764
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      765
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      766
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      767
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      768
 27.500 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      769
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      770
 90.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      771
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      772
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      773
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      774
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      775
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      776
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      777
 91.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      778
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      779
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      780
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      781
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      782
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      783
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      784
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      785
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      786
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      787
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      788
 90.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      789
 60.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      790
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      791
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      792
 58.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      793
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      794
450.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      795
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      796
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      797
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      798
 90.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      799
120.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      800
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      801
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      802
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      803
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      804
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      805
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      806
 90.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      807
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      808
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      809
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      810
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      811
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      812
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      813
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      814
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      815
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      816
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      817
 91.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      818
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      819
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      820
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      821
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      822
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      823
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      824
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      825
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      826
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      827
 90.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      828
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      829
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      830
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      831
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      832
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      833
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      834
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      835
 27.500 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      836
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      837
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      838
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      839
 90.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      840
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      841
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      842
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      843
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      844
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      845
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      846
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      847
 90.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      848
 60.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      849
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      850
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      851
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      852
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      853
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      854
<53 750 us	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      855
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      856
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      857
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      858
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      859
  6.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      860
 22.500 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      861
 90.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      862
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      863
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      864
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      865
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      866
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      867
 13.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      868
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      869
 13.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      870
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      871
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      872
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      873
268.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      874
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      875
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      876
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      877
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      878
120.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      879
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      880
 15.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      881
 15.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      882
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      883
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      884
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      885
<90 000 us	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      886
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      887
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      888
  7.500 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      889
 83.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      890
118.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      891
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      892
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      893
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      894
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      895
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      896
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      897
 90.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      898
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      899
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      900
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      901
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      902
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      903
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      904
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      905
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      906
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      907
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      908
 90.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      909
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      910
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      911
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      912
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      913
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      914
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      915
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      916
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      917
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      918
 90.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      919
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      920
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      921
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      922
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      923
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      924
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      925
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      926
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      927
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      928
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      929
 90.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      930
 60.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      931
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      932
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      933
 58.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      934
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      935
508.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      936
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      937
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      938
 27.500 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      939
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      940
 90.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      941
120.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      942
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      943
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      944
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      945
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      946
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      947
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      948
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      949
 90.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      950
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      951
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      952
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      953
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      954
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      955
 27.500 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      956
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      957
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      958
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      959
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      960
 27.500 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      961
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      962
 90.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      963
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      964
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      965
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      966
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      967
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      968
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      969
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      970
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      971
 90.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      972
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      973
 30.000 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      974
 28.750 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      975
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      976
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      977
 27.500 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      978
  1.250 ns	0              	1            	1               	1               	1          	1                 	0                  	72                	3C                 	      979
